nct_id,overallStatus,study_type,why_stopped
NCT00913601,TERMINATED,INTERVENTIONAL,"Prematurely stopped, as no beneficial effect was evident for bilateral stimulation after interim analysis of the first 20 patients."
NCT00913692,TERMINATED,INTERVENTIONAL,Terminated due to slow recruitment.
NCT00913861,TERMINATED,INTERVENTIONAL,affiliation's change of the principal investigator need a new review bord
NCT00913900,TERMINATED,INTERVENTIONAL,Failure to mobilize adequate CD34+ stem cells for minimum study treatment dose.
NCT00913913,TERMINATED,INTERVENTIONAL,low accrual not allowing site to meeting statistical endpoints
NCT00913978,TERMINATED,INTERVENTIONAL,Study terminated due to financial status of sponsor.
NCT00914043,WITHDRAWN,OBSERVATIONAL,Withdrawn as NCI rescinded approval for parent study NSABP-B-45
NCT00914069,TERMINATED,INTERVENTIONAL,Funding Stopped
NCT00914433,WITHDRAWN,INTERVENTIONAL,Drug development suspended
NCT00914628,TERMINATED,INTERVENTIONAL,"EMA withdrew the marketing Authorisation at the request of AGC Biologics S.p.A (formerly MolMed S.p.A), which decided to permanently discontinue the marketing of the product for commercial reasons"
NCT00914719,WITHDRAWN,INTERVENTIONAL,PI left the institution and no subjects enrolled.
NCT00914836,WITHDRAWN,INTERVENTIONAL,difficulties in the department
NCT00914940,TERMINATED,INTERVENTIONAL,Did not reach one of the primary endpoints of decreased total acute GVHD
NCT00914979,TERMINATED,INTERVENTIONAL,Difficulties in recruiting patients
NCT00915278,TERMINATED,INTERVENTIONAL,The study was terminated on 26 February 2013. Risk-benefit assessment is no longer positive and does not support further development
NCT00915317,WITHDRAWN,OBSERVATIONAL,"Before we could start the study, we realized that many of the patients were already getting ergocalciferol. Therefore, the study was closed."
NCT00915447,WITHDRAWN,OBSERVATIONAL,Investigator left the institution prior to enrollment of first participant
NCT00915668,WITHDRAWN,INTERVENTIONAL,The trial is postponed pending the completion of other ongoing pre-clinical and clinical work.
NCT00915681,TERMINATED,INTERVENTIONAL,Sponsor decision
NCT00915694,TERMINATED,INTERVENTIONAL,Insufficient accrual
NCT00915811,TERMINATED,INTERVENTIONAL,FB ATG is now a standard for sib allo MDS patients
NCT00915928,TERMINATED,INTERVENTIONAL,No effect of the ACE inhibitor evaluated halfway in the study
NCT00916045,TERMINATED,INTERVENTIONAL,Recruitment issues
NCT00916617,TERMINATED,INTERVENTIONAL,"The study was terminated on August 6, 2012, because 2 large Phase 3 studies showed no clinical benefit. This decision was not based on any new safety concerns."
NCT00916669,WITHDRAWN,INTERVENTIONAL,sponsor withdrew funding prior to patient enrollment
NCT00916890,SUSPENDED,INTERVENTIONAL,difficulties in patients enrolment
NCT00916903,TERMINATED,OBSERVATIONAL,Lack of funding.
NCT00917007,WITHDRAWN,OBSERVATIONAL,PI no longer at institution
NCT00917163,TERMINATED,INTERVENTIONAL,due to unavoidable circumstances relating to logistic issues and regulatory processes in various countries causing unacceptable delays.
NCT00917293,TERMINATED,INTERVENTIONAL,modified formulation under investigation
NCT00917683,TERMINATED,OBSERVATIONAL,Lack of enrollment.
NCT00917865,TERMINATED,INTERVENTIONAL,Optimal histolgic verification support such as whole mount analysis could not be made available.
NCT00918008,TERMINATED,OBSERVATIONAL,Lack of accrual
NCT00918385,TERMINATED,INTERVENTIONAL,Permanent closure of trial to further accrual based on IDE disapproval
NCT00918450,WITHDRAWN,INTERVENTIONAL,Sponsor has decided to not proceed with this study.
NCT00918463,TERMINATED,INTERVENTIONAL,The study was terminated early due to lack of accrual.
NCT00918554,TERMINATED,INTERVENTIONAL,insufficient number of inclusion
NCT00918593,WITHDRAWN,INTERVENTIONAL,No recruitment of patients
NCT00918658,TERMINATED,OBSERVATIONAL,PI closed lab
NCT00918970,TERMINATED,OBSERVATIONAL,Angioscanners in excess of the SNA group because of use of thiopental
NCT00919126,TERMINATED,INTERVENTIONAL,Enrollment rate
NCT00919360,TERMINATED,OBSERVATIONAL,"PI is no longer at University of Rochester, has moved to University of Florida, Gainesville. PI email now homonq@ufl.edu. Phone is 352-273-7675"
NCT00919412,TERMINATED,OBSERVATIONAL,"Original Principal Investigator, G. Ashmead, MD left the Institution"
NCT00919464,TERMINATED,INTERVENTIONAL,low enrollment
NCT00919945,TERMINATED,INTERVENTIONAL,Reduced enrollment rate for SV patients due to high competition for studies
NCT00919984,TERMINATED,INTERVENTIONAL,This study stopped due to slow accrual.
NCT00920153,TERMINATED,INTERVENTIONAL,Other new drugs
NCT00920309,TERMINATED,INTERVENTIONAL,This study was stopped after larger studies published in the NEJM failed to show a benefit in treating ADPKD
NCT00920322,TERMINATED,INTERVENTIONAL,Technical issues impeded recruitment.
NCT00920556,TERMINATED,INTERVENTIONAL,Study terminated.24 subjects enrolled;provided adequate data for decision making.
NCT00920569,TERMINATED,OBSERVATIONAL,Study site collaborators withdrew from participating due to time constraints.
NCT00920582,TERMINATED,INTERVENTIONAL,Business decision
NCT00921258,TERMINATED,OBSERVATIONAL,Financial problem (not enough budget to continue the study)
NCT00921310,TERMINATED,INTERVENTIONAL,Withdrawal of funding from sponsor
NCT00921765,TERMINATED,INTERVENTIONAL,Problems with patient recruitment
NCT00922129,WITHDRAWN,INTERVENTIONAL,Study did not start up as planned.
NCT00922467,TERMINATED,INTERVENTIONAL,lack of effectiveness
NCT00922532,WITHDRAWN,INTERVENTIONAL,Company decision not to pursue prior to submission
NCT00922571,TERMINATED,INTERVENTIONAL,Sponsor decided not to pursue market release of prototype device used in this study
NCT00922714,TERMINATED,INTERVENTIONAL,"Slow recruitment, stopped after 4 years"
NCT00922818,WITHDRAWN,OBSERVATIONAL,recruitment issues
NCT00922831,WITHDRAWN,OBSERVATIONAL,Funding not available
NCT00922844,TERMINATED,INTERVENTIONAL,too slow recruitment; lack of funding
NCT00922948,WITHDRAWN,INTERVENTIONAL,"Cryoablation is no longer offered at our hospital, and likely won't be offered in the near future."
NCT00923117,TERMINATED,INTERVENTIONAL,The study was terminated based on results of an interim analysis for futility.
NCT00923234,TERMINATED,INTERVENTIONAL,The primary objective has already been answered with the number of recruited patients.
NCT00923247,TERMINATED,INTERVENTIONAL,"Terminated due to slow accrual,primary endpoint reached \& investigator left NIH."
NCT00923273,TERMINATED,INTERVENTIONAL,Premature closure - investigator left the National Institutes of Health.
NCT00923494,WITHDRAWN,INTERVENTIONAL,Unable to enroll. Change in patient population.
NCT00923793,TERMINATED,INTERVENTIONAL,"Recruitment was stopped, due to slow recruitment rate"
NCT00923806,TERMINATED,INTERVENTIONAL,Study was terminated due to poor accrual.
NCT00923949,TERMINATED,INTERVENTIONAL,Study never published; terminated early due to low accrual.
NCT00924001,TERMINATED,INTERVENTIONAL,study was stopped due to low accrual
NCT00924040,TERMINATED,INTERVENTIONAL,The supply of BL22 has expired and MedImmune the sponsor is not interested in producing any new supply.
NCT00924066,TERMINATED,INTERVENTIONAL,Premature closure due to slow/insufficient accrual.
NCT00924209,TERMINATED,INTERVENTIONAL,Study was terminated due to poor accrual.
NCT00924287,TERMINATED,INTERVENTIONAL,This study was terminated after the first patient treated on study died as a result of the treatment.
NCT00924417,TERMINATED,INTERVENTIONAL,Fellow unable to complete enrollment before completing training.
NCT00924508,TERMINATED,INTERVENTIONAL,Loss of Funding
NCT00924664,TERMINATED,INTERVENTIONAL,See termination reason in detailed description.
NCT00924794,TERMINATED,OBSERVATIONAL,"This complex study included a pilot and a main part. As the results of the pilot study were satisfying and conclusive, the main study was not performed."
NCT00924807,TERMINATED,INTERVENTIONAL,Sponsor closed the trial
NCT00924963,WITHDRAWN,INTERVENTIONAL,Study ended due to lack of funding.
NCT00925093,WITHDRAWN,INTERVENTIONAL,Primary investigator left institution
NCT00925132,TERMINATED,INTERVENTIONAL,Change in the number of approved drugs for metastatic melanoma
NCT00925405,TERMINATED,OBSERVATIONAL,Low accrual
NCT00925509,TERMINATED,INTERVENTIONAL,"Insufficient recruitment, too much selective inclusion criteria, feasibility problems"
NCT00925522,TERMINATED,INTERVENTIONAL,Study data no longer needed
NCT00925548,TERMINATED,INTERVENTIONAL,See termination reason in the below Purpose statement
NCT00925652,TERMINATED,INTERVENTIONAL,The study was terminated early due to slow accrual.
NCT00926107,TERMINATED,INTERVENTIONAL,The study ended prematurely due to the low accrual rate (24% of the expected accrual rate) in the first two years of patients enrolment
NCT00926250,TERMINATED,INTERVENTIONAL,Sponsor changed their study product and halted study.
NCT00926263,TERMINATED,INTERVENTIONAL,See termination reason in detailed description.
NCT00926354,TERMINATED,INTERVENTIONAL,Sponsor's considerations
NCT00926575,TERMINATED,INTERVENTIONAL,An independent Data Safety Monitoring Board recommended the study be stopped due to futility
NCT00926627,TERMINATED,INTERVENTIONAL,Not enough patients with the specified criteria could not
NCT00926835,TERMINATED,INTERVENTIONAL,due to patient recruitment difficulties
NCT00926913,WITHDRAWN,OBSERVATIONAL,Project has ended
NCT00926978,TERMINATED,INTERVENTIONAL,Institutional RDRC dissolved
NCT00927017,TERMINATED,INTERVENTIONAL,"When 9 subjects of targeted 12 subjects had been studied, no changes in plasma potassium were detected and it was deemed futile to continue with enrolment."
NCT00927147,TERMINATED,INTERVENTIONAL,The neutron facility closed down for financial reasons.
NCT00927212,TERMINATED,INTERVENTIONAL,The trial started and halted due sponsor's considerations.
NCT00927290,TERMINATED,INTERVENTIONAL,Suspension of use of medicine containing Pioglitazone by French regulatory agency
NCT00927329,WITHDRAWN,INTERVENTIONAL,Original PI left institution.
NCT00927459,TERMINATED,INTERVENTIONAL,Potential for immune stimulation to interfere with further dose escalation.
NCT00927602,TERMINATED,INTERVENTIONAL,study was stopped after enrolment of about 200 patients for slow recruitment
NCT00927732,TERMINATED,INTERVENTIONAL,"insufficient recruitment, a lot of premature study discontinuations"
NCT00927784,TERMINATED,INTERVENTIONAL,The enrollment has been terminated by the NHLBI for administrative reasons.
NCT00927953,TERMINATED,INTERVENTIONAL,Early termination due to the inability to enroll (13 of 120 subjects enrolled)
NCT00928200,TERMINATED,INTERVENTIONAL,Study was terminated due to lack of accrual.
NCT00928317,TERMINATED,INTERVENTIONAL,Corporate re-prioritization
NCT00928772,TERMINATED,INTERVENTIONAL,Lack of efficacy
NCT00928811,TERMINATED,INTERVENTIONAL,Investigator left University 04/2010
NCT00928941,TERMINATED,INTERVENTIONAL,"The PI has left the project and the VA, as of 3/2011"
NCT00929019,TERMINATED,INTERVENTIONAL,slow accrual
NCT00929162,TERMINATED,INTERVENTIONAL,Primary objective of the trial was not met and so there was no benefit in collecting further information
NCT00929370,TERMINATED,INTERVENTIONAL,Study has now been terminated due to changes in project strategy. Current available data will be analysed and reported in a synoptic study report.
NCT00929409,TERMINATED,INTERVENTIONAL,Stopped prematurely because too few patients were recruited.
NCT00929435,TERMINATED,OBSERVATIONAL,Minimal enrollment
NCT00929630,TERMINATED,INTERVENTIONAL,Evident advantages of one treatment (seton) over the other (Tissucol Glue)
NCT00929669,TERMINATED,INTERVENTIONAL,unable to identify a third subject
NCT00929747,WITHDRAWN,INTERVENTIONAL,Management Decision
NCT00929825,WITHDRAWN,INTERVENTIONAL,The Hospital had the Unit of Stem cells Tranplantion suspended
NCT00930020,TERMINATED,INTERVENTIONAL,interim analysis shows futility
NCT00930046,TERMINATED,INTERVENTIONAL,The institution transitioned from open surgical procedure to Robotic procedure
NCT00930072,TERMINATED,INTERVENTIONAL,Poor Enrollment
NCT00930241,TERMINATED,INTERVENTIONAL,"logistic reasons (insufficient funding, technical problems with MEMS)"
NCT00930332,TERMINATED,INTERVENTIONAL,Poor accrual
NCT00930358,TERMINATED,INTERVENTIONAL,This study was stopped due to low inclusion
NCT00930527,TERMINATED,INTERVENTIONAL,Closed by sponsor.
NCT00930748,TERMINATED,OBSERVATIONAL,The MRI company forbidded additional scans with endorectal colil in this machine
NCT00930787,TERMINATED,INTERVENTIONAL,Stopped early
NCT00930969,TERMINATED,OBSERVATIONAL,Low observed spontaneous coronary event rate among enrolled subjects
NCT00930995,WITHDRAWN,INTERVENTIONAL,Not Awarded
NCT00931255,TERMINATED,INTERVENTIONAL,The trial was stopped because of slow recruitment.
NCT00931398,WITHDRAWN,INTERVENTIONAL,Study was not initiated due to lack of funding by the sponsor
NCT00931411,TERMINATED,INTERVENTIONAL,Patients would improve naturally due to weather conditions
NCT00931606,TERMINATED,INTERVENTIONAL,administrative reasons (slow patient enrollment)
NCT00931996,TERMINATED,INTERVENTIONAL,Study was terminated due to low accrual.
NCT00932035,TERMINATED,INTERVENTIONAL,Loss of principal investigator
NCT00932126,TERMINATED,INTERVENTIONAL,See termination reason in detailed description.
NCT00932152,TERMINATED,INTERVENTIONAL,Poor enrollment/suspended to accrual; will close per AstraZeneca request
NCT00932191,TERMINATED,INTERVENTIONAL,Stopped for lack of funds
NCT00932386,WITHDRAWN,INTERVENTIONAL,unable to secure funding for analysis of laboratory data.
NCT00932464,WITHDRAWN,INTERVENTIONAL,Study withdrawn as it no longer is deemed necessary per project status.
NCT00932672,TERMINATED,INTERVENTIONAL,"slow recruitment, lack of funding and PI transferred"
NCT00932724,TERMINATED,INTERVENTIONAL,The sponsor declared the early termination of the study due to poor recruitment of patients.
NCT00932841,TERMINATED,INTERVENTIONAL,PI has re-located. PI terminated FDA IND # and closed study.
NCT00933023,WITHDRAWN,INTERVENTIONAL,Patient numbers estimated to be too low to complete the trial in less than 10 years
NCT00933088,TERMINATED,OBSERVATIONAL,due to slow accrual and lack of funding
NCT00933114,TERMINATED,OBSERVATIONAL,Funding ceased
NCT00933322,TERMINATED,INTERVENTIONAL,Recruitment problems
NCT00933348,SUSPENDED,INTERVENTIONAL,Slow recruitment caused rethink on the study design
NCT00933374,TERMINATED,INTERVENTIONAL,delayed recruitment
NCT00933426,TERMINATED,INTERVENTIONAL,Terminated early due to slow accrual as Phase I dose escalation study.
NCT00934076,WITHDRAWN,INTERVENTIONAL,Study was never activated
NCT00934232,TERMINATED,INTERVENTIONAL,PI left the institution
NCT00934297,TERMINATED,OBSERVATIONAL,The study was terminated as the PI left the institution.
NCT00934401,WITHDRAWN,OBSERVATIONAL,poor accrual
NCT00934518,WITHDRAWN,INTERVENTIONAL,Inadequate patient accrual
NCT00934661,TERMINATED,INTERVENTIONAL,Drug was discontinued by manufacturer
NCT00934791,TERMINATED,INTERVENTIONAL,Terminated due to inadequate enrollment
NCT00934804,TERMINATED,INTERVENTIONAL,Principal Investigator separating employment from University.
NCT00934895,TERMINATED,INTERVENTIONAL,Closed early due to slow accrual
NCT00934934,TERMINATED,INTERVENTIONAL,slow enrollment
NCT00934960,TERMINATED,OBSERVATIONAL,PI separated employment from the university.
NCT00935090,SUSPENDED,INTERVENTIONAL,The Investigator is negotiating with other company to use FLT PET
NCT00935207,TERMINATED,OBSERVATIONAL,Poor enrollment and data collection
NCT00935558,WITHDRAWN,INTERVENTIONAL,no patients enrolled
NCT00935727,TERMINATED,INTERVENTIONAL,images obtained were non-diagnostic
NCT00935753,WITHDRAWN,INTERVENTIONAL,Contractual issues
NCT00935766,TERMINATED,INTERVENTIONAL,The study was discontinued early due to lack of funding and slow enrollment
