overallstatus,study_type,lemmatize_text,nct_id,raw_text,trial_no_longer_needed,inadequate_study_design_or_study_redesign,efficacy,logistics,business_or_sponsor_reason,negligence_or_recommandation_of_legalities,organizational_issues,safety_ethics_aes,category,others,enrollment_related,pi_related,slow_accrual,funding_related,added_by_error,study_competition,covid-19_and_similar_epidemic_related,completed_early_or_truncated_completion
WITHDRAWN,INTERVENTIONAL,research plan change no longer conduct clinical trial,NCT01184911,Research plan changed; no longer conducting clinical trial.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,not enough confirm response continue treatment,NCT01185509,Not enough confirmed responses to continue treatment.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,terminate base safety result another trial,NCT01185548,Terminated based on safety results from another trial,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,not get irb approval,NCT01186029,It didn't get IRB approval.,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,investigator move new institution unable complete study,NCT01186185,"PI moved to new institution, unable to complete study",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,principal investigator decide not pursue enrollment due change standard care,NCT01186289,Principal Investigator decided not to pursue enrollment due to changes in standard of care.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,enzon pharmaceutical decide end development ezn,NCT01186328,Enzon Pharmaceuticals decided to end its development of EZN-3042.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study end early due toxicity,NCT01186406,Study ended early due to toxicity,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,study prematurely terminate miss data collection,NCT01187381,Study was prematurely terminated because of missing data collection.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,business decision fund source,NCT01187446,Business decision by funding source,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,financial organisational reason,NCT01187680,Financial and organisational reasons,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,drug supply,NCT01187810,drug supply,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,imp use off label phys part psp thus no eligible patient available study pre treatment rasagiline exclusion criterion,NCT01187888,IMP used off label by phys. in pat. with PSP. Thus no more eligible patients were available for the study(pre-treatm.with Rasagiline=exclusion criterion,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,interim analysis show significant effect favour full dose atorvastatin,NCT01187992,Interim analysis showed significant effect in favour of full-dose atorvastatin.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,enrollment difficulty drop,NCT01188226,Enrollment difficulties and drop outs,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,terminate prematurely due high incidence postoperative atrial fibrillation,NCT01188369,Terminated prematurely due to high incidence of postoperative atrial fibrillation.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study shut or neopharm merged insys,NCT01188408,Study shut-down in 12/2010 when NeoPharm merged with Insys.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,pilot early noninvasive ventilation child meet criterion effective,NCT01188473,Pilot early noninvasive ventilation on all children who met the criteria was effective.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TERMINATED,INTERVENTIONAL,dose mtd reach,NCT01188707,Dose over MTD reached,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,unable obtain sufficient fund,NCT01188889,Unable to obtain sufficient funding.,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0
WITHDRAWN,INTERVENTIONAL,enrollment process slow expect,NCT01188954,The recruitment process was slower than expected.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,drug dose become unavailable,NCT01189019,Drug dose became unavailable,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,co investigator leave institution no data analysis occur,NCT01189071,Co-Investigator left institution. No data analysis occurred.,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,company decide stop development drug or or,NCT01189240,Company decided to stop development of drug - 7/31/12,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,result step x none experimental arm fulfills expectation study not continue phase iii,NCT01189253,Results of step1: none of the experimental arms fulfills expectations and the study will not continue as a phase III.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate base result interim analysis,NCT01189409,This study was terminated based on results of interim analysis.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,treatment without success low enrollment or one serious ae,NCT01189708,"Treatment without success, low enrollment, one serious adverse event",0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,cytherissa file bankruptcy june patient treat cyt follow least month,NCT01190111,CYTHERISSA filed for banckcuptcy in June 2013.Subjects treated by CYT 107 were followed up for at the least 3 months.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study early terminate due problem enrolling adequate number patient,NCT01190163,Study was early terminated due to problems enrolling adequate number of patients,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,sponsor terminate study prior data analysis financial reason,NCT01190306,The sponsor terminated the study prior to data analysis for financial reasons.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,isotope need conduct rbc or pv analysis primary endpoint no longer available manufacturer no alternative available use,NCT01190644,Isotope needed to conduct RBC/PV analysis (primary endpoint) no longer available from manufacturer. No alternatives available for use.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study site close,NCT01190722,The study site was closed down,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,difficulty enrollment elderly patient,NCT01190969,difficulty in recruiting elderly subjects,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,completion patient stop due end validity vaccine peptide,NCT01191034,Completion after 2 patients then stop due to end of validity of vaccine peptide,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,study officially cancelled before fpfv,NCT01191385,Study is officially cancelled bevore FPFV.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low recruitement speed,NCT01191567,insufficient recruitement speed,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,withdrawal irb,NCT01191970,Withdrawn from IRB,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,lack personnel or research time enrollment patient,NCT01192074,Lack of personnel/research time to recruit participants.,0,0,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,business decision close study base low enrollment,NCT01192321,Business decision to close study based on low enrollment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,neuronavigation system equipment failure cause unreliable data,NCT01192685,Neuronavigation system equipment failure caused unreliable data,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,trial close emerging safety profile futility analysis not resume,NCT01192776,The trial closed for emerging safety profile and futility analysis and will not resume.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study stop due internal reconsideration priority product portfolio,NCT01193166,This study was stopped due to an internal reconsideration of priorities of the product portfolio.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,OBSERVATIONAL,low number chart available test group,NCT01193192,Inadequate number of charts available for Test Group,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,drug exposure retaspimycin hcl superior investigator infinity focus retaspimycin hccl,NCT01193491,"Drug exposure of retaspimycin HCl was superior to IPI-493, Infinity will focus on Retaspimycin HCL",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,limit number eligible patient,NCT01193712,too limited number of eligible patients,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop open expand phase ii study,NCT01193777,Study stopped to open expanded phase II study,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study drug production halt,NCT01193868,Study drug production halted.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,inability identify eligible patient,NCT01194167,Inability to identify eligible patients,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,amendment study compound development programme,NCT01194193,Amendment to study compound development programme,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study rewritten,NCT01194206,Study being rewritten,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,fund medwatch change study drug,NCT01194232,"Funding, MedWatch change to study drug",0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,OBSERVATIONAL,regulatory agency commitment fulfill,NCT01194284,Regulatory agency commitment fulfilled.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,difficulty meeting patient accrual goal,NCT01194427,Difficulty meeting patient accrual goals,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low enrollment natera transitioning new pgs test platform,NCT01194531,Slow enrollment and Natera is transitioning to a new PGS testing platform.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,no enrollment two patient,NCT01194609,No further enrollment after two patients,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual availability other clinical option,NCT01194869,"Slow accrual, availability of other clinical options",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,fund terminate fund source,NCT01195103,Funding terminated by funding source.,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,due result show cerecyte clinical trial hcat stop enrolling,NCT01195129,"Due to results shown by the Cerecyte Clinical Trial, HCAT stopped enrolling.",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,could not obtain proper fund complete study,NCT01195220,We could not obtain proper funding to complete this study.,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,investigator decision base low enrollment,NCT01195285,Investigator decisions based on slow enrollment.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,due lack biological efficacy cd car ctl persistence,NCT01195480,Due to lack of biological efficacy and CD19 CAR CTL persistence,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,phase ii study hiv infected patient number seizure although exact causality could not assessed phase activity terminate,NCT01195974,"In a Phase II study in HIV-infected patients there were a number of seizures, although exact causality could not be assessed phase 1 activity was terminated.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study never open accrual coh study conduct indiana state department health must follow would ask urge commission come forward matter urgency proposal need bring forward before end year,NCT01196000,The study has never been opened to accrual at COH. Study to be closed at COH due to the lack of qualified robotic colorectal surgeons.,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study close accrual number new patient stop request cubst pharmaceutical due low rate enrollment,NCT01196169,The study is closed to accrual. Enrollment of new patients stopped at the request of CUBIST Pharmaceuticals due to slow rate of enrollment.,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,suspend due change development plan investigator,NCT01197209,Suspended due to change in development plans and investigator,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,difficult enrollment targeted patient,NCT01197235,difficult to enroll targeted participants,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,patient include trend towards treatment severe asthma meanwhile develop different direction no longer intention pursue study objective mention,NCT01197482,"6 out of 20 patients were included. The trend towards the treatment of severe asthma has meanwhile developed in a different direction, so that there is no longer any intention to pursue the study objective mentioned here.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,irb temporarily halt enrollment,NCT01197963,IRB temporarily halted enrollment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,terminate not base safety concern due low efficacy,NCT01198002,"Terminated not based on safety concerns, but due to insufficient efficacy.",0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,enrollment would not meet prior end pneumonia season termination base low enrollment not relate safety or efficacy,NCT01198626,Enrollment would not have been met prior to the end of the pneumonia season. Termination is based on slow enrollment and not related to safety or efficacy.,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,study discontinued follow patient enrollment year,NCT01198652,Study discontinued following 57 subjects enrolled over 2 years,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,follow dsmb recommendation study population insufficiently symptomatic enable differentiation treatment placebo no safety concern,NCT01199133,Following the DSMB recommendation. Study population being insufficiently symptomatic to enable differentiation between treatment and placebo. No safety concerns,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,result dose escalation phase not identify well tolerate dose would permit study phase,NCT01199367,The results of the dose escalation phase did not identify a well-tolerated dose that would permit further study in Phase 2.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,patient number enrollment not reachable prospected time frame decision stop study prematurely make,NCT01199783,"Patient number to be enrolled not reachable in prospected time frame, decision to stop the study prematurely was made.",0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,limit fund change research priority,NCT01199991,"Limited funding, change in research priorities.",0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
TERMINATED,INTERVENTIONAL,unable increase target enrollment,NCT01200069,unable to increase to target enrollment,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,OBSERVATIONAL,institutional review board approval not maintained,NCT01200082,Institutional Review Board approval not maintained,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,manufacturer stop produce ring,NCT01200147,Manufacturer stopped producing rings,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,plan interim analysis show no benefit higher ae rate experimental arm,NCT01200212,"A planed interim analysis shows no benefits, but higher adverse event rates for the experimental arm.",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,contract never execute withdrawal sponsor,NCT01200264,Contract never executed; withdrawn by sponsor,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,pharmaceutical company no longer manufacture investigational product,NCT01200342,Pharmaceutical company no longer manufacturing investigational product.,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,OBSERVATIONAL,requirement post market surveillance lift philippine fda,NCT01200407,The requirement for Post Marketing Surveillance was lifted by the Philippine FDA,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,change staff,NCT01200537,Change in staffing,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
WITHDRAWN,INTERVENTIONAL,study site compliance,NCT01200563,Study site compliance,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study stop due futility,NCT01200589,The study stopped due to futility.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual reason study termination,NCT01200797,Slow accrual was the reason for study termination.,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,audit pre regulatory inspection,NCT01201213,Audit pre regulatory inspection,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,due low enrollment study terminate,NCT01201291,Due to slow recruitment the study was terminated,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,severe allergic reaction one patient,NCT01201434,Severe allergic reaction in one patient,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study investigator pass away trouble enrollment drug arm,NCT01201538,Study PI passed away We had trouble recruiting for the drug arm,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
TERMINATED,INTERVENTIONAL,low accrual year period,NCT01201629,Slow accrual over 6 year period,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TERMINATED,OBSERVATIONAL,parent trial either not initiated or terminate,NCT01201928,Parent trials were either not initiated or terminated,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
TERMINATED,INTERVENTIONAL,study terminate october due gastrointestinal aes,NCT01202266,"The study was terminated on October 29, 2010 due to gastrointestinal adverse events.",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
WITHDRAWN,OBSERVATIONAL,study design change prospective cohort study due difficulty use randomized approach emergency setting,NCT01202318,The study design was changed to a prospective cohort study due to difficulties in using a randomized approach in an emergency setting,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0
